1.0000 0.1000 1.0000 0.8370 198.00 2.0000 1.0000 0.9285 0.8370
0.8000 0.1000 0.8370 0.6680 8.0000 2.0000 0.8370 0.7525 0.6680
0.6000 0.1000 0.6680 0.5010 3.0000 2.0000 0.6680 0.5845 0.5010
0.4000 0.1000 0.5010 0.3340 2.0000 3.0000 0.5010 0.4175 0.3340
0.2000 0.1000 0.3340 0.1670 1.0000 4.0000 0.3340 0.2505 0.1670
0.0000 0.1000 0.1670 0.0000 1.0000 100.00 0.1670 0.0835 0.0000
